tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,Contract_Two year,PaymentMethod_Electronic check,InternetService_No,tenure_monthly_charges_interaction,total_extra_services,avg_monthly_cost_per_tenure,risk_score,has_security_services,fiber_elec_check_risk,Contract_One year,SeniorCitizen,PaperlessBilling_Yes,OnlineSecurity_Yes,TechSupport_Yes,PhoneService_Yes,MultipleLines_Yes,OnlineBackup_Yes,Dependents_Yes,DeviceProtection_Yes,StreamingTV_Yes,StreamingMovies_Yes,monthly_log,total_log,monthly_sq,family_flag,monthly_charge_per_contract_year,senior_fiber_customer,high_charge_elec_check_risk,Churn
45,112.2,5031.85,1,0,0,0,5049.0,6,2.4933332779259274,2.4933332779259274,1,0,1,0,0,1,1,1,0,1,0,1,1,1,4.729156165769083,8.523741703034002,12588.84,0,112.19988780011221,0,0.0,0
3,70.3,220.4,1,0,0,0,210.89999999999998,0,23.433325522224823,23.433325522224823,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.26689632742025,5.399971020274537,4942.089999999999,0,70300000.0,0,0.0,0
71,19.6,1416.5,0,1,0,1,1391.6000000000001,0,0.27605633414005165,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0252910757955354,7.256650035601907,384.1600000000001,0,9.79999510000245,0,0.0,0
8,20.25,158.35,0,0,0,1,162.0,0,2.53124968359379,2.53124968359379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.056356895370426,5.0711030408633455,410.0625,0,20250000.0,0,0.0,0
3,75.85,256.6,1,0,1,0,227.54999999999998,0,25.283324905558363,25.283324905558363,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4.341855469984605,5.551407994230199,5753.222499999999,0,75850000.0,0,75.85,1
69,80.65,5542.55,0,1,0,0,5564.85,5,1.1688405627704268,0.0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,4.402441819416474,8.620390368744202,6504.422500000001,1,40.32497983751008,0,0.0,0
1,68.5,68.5,1,0,1,0,68.5,0,68.4999315000685,68.4999315000685,0,1,0,0,1,0,0,1,0,0,1,0,0,0,4.241326752570746,4.241326752570746,4692.25,1,68500000.0,0,68.5,1
72,115.75,8443.7,1,1,0,0,8334.0,6,1.6076388665605714,0.0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,4.760034896549007,9.041294304632224,13398.0625,0,57.87497106251446,1,0.0,0
11,73.5,791.75,1,0,1,0,808.5,1,6.681817574380221,6.681817574380221,1,1,0,0,1,1,0,1,0,0,0,0,0,0,4.310799125385514,6.675507913418457,5402.25,0,73500000.0,0,73.5,1
71,80.6,5708.2,0,1,0,0,5722.599999999999,5,1.135211251616743,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,4.401829261970061,8.649834187755614,6496.359999999999,0,40.29997985001007,0,0.0,0
1,69.95,69.95,1,0,0,0,69.95,0,69.94993005006995,69.94993005006995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.261975403606051,4.261975403606051,4893.0025000000005,0,69950000.0,0,0.0,1
33,59.55,2016.3,0,1,0,0,1965.1499999999999,5,1.8045453998622607,0.0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,4.1034694699991014,7.609515262640305,3546.2025,0,29.77498511250744,0,0.0,0
16,19.05,326.65,0,0,0,1,304.8,0,1.190624925585942,1.190624925585942,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.998229153752578,5.791945965485506,362.90250000000003,0,19.04998095001905,0,0.0,0
56,95.65,5471.75,1,0,1,0,5356.400000000001,4,1.7080356837850772,1.7080356837850772,1,1,1,1,0,1,1,1,1,1,0,1,0,0,4.57109620565434,8.607536511313839,9148.9225,0,95.64990435009567,1,95.65,0
1,19.95,19.95,0,0,0,1,19.95,0,19.949980050019953,19.949980050019953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0421386463681466,3.0421386463681466,398.0025,0,19950000.0,0,0.0,0
5,70.05,346.4,0,0,1,0,350.25,3,14.00999719800056,14.00999719800056,1,0,0,0,1,0,0,1,0,0,0,1,1,1,4.263383854543109,5.850476853807004,4907.0025,0,70050000.0,0,70.05,1
57,19.4,1061.6,0,0,0,1,1105.8,0,0.34035087122191454,0.34035087122191454,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.0155349008501706,6.968474014016842,376.35999999999996,1,19.3999806000194,0,0.0,0
56,36.1,1971.5,0,0,0,0,2021.6000000000001,2,0.6446428456313779,0.6446428456313779,1,0,1,0,1,0,0,0,0,1,1,1,0,0,3.6136169696133895,7.587057052720029,1303.21,1,36.0999639000361,0,0.0,0
8,94.0,773.65,1,0,1,0,752.0,3,11.749998531250185,11.749998531250185,1,1,0,0,1,0,0,1,1,1,0,1,1,0,4.553876891600541,6.6524113144423005,8836.0,0,94000000.0,0,94.0,1
22,61.15,1422.05,0,0,0,0,1345.3,3,2.779545328202485,2.779545328202485,1,0,0,0,0,1,0,1,0,1,1,1,0,0,4.12955081795672,7.260557734506995,3739.3224999999998,1,61150000.0,0,0.0,1
1,19.75,19.75,0,0,0,1,19.75,0,19.749980250019753,19.749980250019753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0325462466767075,3.0325462466767075,390.0625,0,19750000.0,0,0.0,0
40,64.1,2460.35,0,0,0,0,2564.0,3,1.602499959937501,1.602499959937501,1,0,0,0,1,1,1,1,0,0,1,0,1,0,4.175924549214524,7.808465258889269,4108.8099999999995,0,64100000.0,0,0.0,0
46,19.75,856.5,0,1,0,1,908.5,0,0.42934781675330835,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0325462466767075,6.754021179040095,390.0625,1,9.874995062502467,0,0.0,0
63,19.7,1275.85,0,1,0,1,1241.1,0,0.3126984077349459,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0301337002713233,7.152151386329798,388.09,1,9.849995075002461,0,0.0,0
68,110.2,7467.5,1,1,1,0,7493.6,5,1.620588211461938,0.0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,4.711330381816482,8.918449454750347,12144.04,1,55.09997245001377,0,110.2,0
69,106.35,7261.75,1,1,0,0,7338.15,5,1.5413043254883432,0.0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,4.67609452432479,8.890513823975612,11310.322499999998,1,53.17497341251329,0,0.0,0
56,90.55,5116.6,1,0,1,0,5070.8,3,1.616964256839924,1.616964256839924,1,1,0,0,0,0,1,1,1,1,0,1,0,0,4.51688527112052,8.540440858135929,8199.3025,0,90550000.0,0,90.55,0
10,65.9,660.05,0,0,0,0,659.0,3,6.589999341000067,6.589999341000067,1,0,1,0,1,0,0,1,0,1,1,1,0,1,4.203198967134183,6.493829479956106,4342.81,1,65.8999341000659,0,0.0,0
63,104.5,6590.8,1,0,0,0,6583.5,5,1.658730132401109,1.658730132401109,1,0,1,0,0,1,1,1,1,1,0,1,1,0,4.658710952916121,8.793581731323222,10920.25,0,104.49989550010451,0,0.0,0
24,52.5,1208.15,0,1,0,0,1260.0,5,2.1874999088541704,0.0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,3.979681653901961,7.097672912397719,2756.25,1,26.24998687500656,0,0.0,0
19,56.1,1033.9,0,0,0,0,1065.9,1,2.9526314235457143,2.9526314235457143,1,0,0,0,1,0,0,1,1,0,0,1,0,0,4.044804116661965,6.942060082674128,3147.21,0,56100000.00000001,0,0.0,0
22,88.75,1885.15,1,0,1,0,1952.5,2,4.034090725723149,4.034090725723149,1,1,0,0,1,0,0,1,1,0,1,1,1,0,4.497028027368389,7.542292993434819,7876.5625,1,88750000.0,0,88.75,0
29,84.45,2467.1,1,0,1,0,2449.05,2,2.9120688651010735,2.9120688651010735,1,1,0,0,1,1,0,1,1,1,0,0,0,0,4.4479314095616,7.811203902842994,7131.802500000001,0,84450000.0,0,84.45,1
13,75.3,989.45,0,0,0,0,978.9,3,5.7923072467455965,5.7923072467455965,1,0,1,0,1,0,0,1,1,0,0,1,1,1,4.334672938290411,6.89815938530869,5670.089999999999,0,75.29992470007531,0,0.0,1
70,26.0,2006.95,0,1,0,1,1820.0,0,0.37142856612244907,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3.295836866004329,7.604869580103194,676.0,0,12.99999350000325,0,0.0,0
49,99.4,5025.0,1,0,1,0,4870.6,4,2.0285713871720126,2.0285713871720126,1,1,0,0,0,0,0,1,0,1,0,1,1,1,4.609162207257629,8.522379718103538,9880.36,0,99400000.00000001,0,99.4,0
43,109.55,4830.25,1,0,0,0,4710.65,5,2.54767435935641,2.54767435935641,1,0,1,1,1,1,1,1,1,0,0,1,1,1,4.705467907303455,8.482860512335732,12001.2025,0,109.54989045010956,1,0.0,1
3,19.6,59.75,0,0,0,1,58.800000000000004,0,6.533331155556282,6.533331155556282,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.0252910757955354,4.1067670822206574,384.1600000000001,0,19600000.000000004,0,0.0,1
42,73.15,3088.25,0,0,1,0,3072.3,4,1.7416666251984139,1.7416666251984139,1,0,1,0,0,0,1,1,0,0,1,1,1,1,4.306090068583941,8.0356836219843,5350.922500000001,1,73.14992685007316,0,73.15,0
57,54.65,3134.7,0,0,0,0,3115.0499999999997,2,0.9587719130040016,0.9587719130040016,1,0,1,0,1,0,1,1,0,1,0,0,0,0,4.019082077721554,8.05060771362897,2986.6225,0,54.64994535005465,0,0.0,0
2,66.4,94.55,0,0,0,0,132.8,3,33.1999834000083,33.1999834000083,1,0,0,1,0,1,0,1,0,0,0,1,1,0,4.210645017918261,4.559649670686282,4408.960000000001,0,66400000.00000001,0,0.0,1
72,115.55,8312.4,1,1,0,0,8319.6,6,1.6048610888213737,0.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,4.758320365481766,9.025623949779954,13351.8025,0,57.774971112514436,0,0.0,0
46,104.45,4863.85,1,0,1,0,4804.7,4,2.270652124551041,2.270652124551041,1,1,0,1,1,0,0,1,1,1,0,1,1,1,4.658236906924784,8.489791161667899,10909.8025,0,104450000.00000001,1,104.45,0
66,100.05,6871.9,1,0,0,0,6603.3,3,1.5159090679407716,1.5159090679407716,1,0,0,1,1,0,1,1,1,0,0,0,1,1,4.61561544384963,8.835341421328575,10010.002499999999,0,100050000.0,1,0.0,1
62,102.0,6529.25,1,0,1,0,6324.0,4,1.6451612637877215,1.6451612637877215,1,1,1,0,0,1,1,1,1,1,0,0,0,1,4.634728988229636,8.784200506376834,10404.0,0,101.99989800010201,0,102.0,1
72,91.15,6637.9,0,1,0,0,6562.8,6,1.265972204639275,0.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,4.523417684115833,8.800701566096304,8308.3225,0,45.57497721251139,0,0.0,0
35,89.7,3165.6,1,0,1,0,3139.5,3,2.5628570696326554,2.5628570696326554,1,1,1,0,1,0,1,1,0,1,1,0,1,0,4.507557357121091,8.060413736067334,8046.09,1,89.69991030008971,0,89.7,0
17,90.2,1454.15,1,0,0,0,1533.4,3,5.305882040830468,5.305882040830468,1,0,0,0,0,1,0,1,1,1,0,1,0,0,4.513054897080286,7.282864267075403,8136.040000000001,0,90200000.0,0,0.0,1
72,92.4,6786.1,0,1,1,0,6652.8,6,1.2833333155092597,0.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,4.536891345234797,8.822779030645604,8537.76,0,46.19997690001155,0,92.4,0
28,19.9,543.0,0,0,0,1,557.1999999999999,0,0.7107142603316334,0.7107142603316334,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3.039749158970765,6.298949246855942,396.00999999999993,1,19.8999801000199,0,0.0,0
56,25.15,1327.15,0,1,0,1,1408.3999999999999,0,0.4491071348373726,0.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3.263849190510932,7.191542275465033,632.5224999999999,0,12.574993712503142,0,0.0,1
31,79.85,2404.15,1,0,0,0,2475.35,1,2.575806368522375,2.575806368522375,1,0,0,0,1,0,1,1,1,0,0,0,0,0,4.392595586023115,7.7853675506573,6376.022499999999,0,79850000.0,0,0.0,1
45,18.85,867.3,0,0,0,1,848.2500000000001,0,0.4188888795802472,0.4188888795802472,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.9882040071331994,6.7665372770665995,355.32250000000005,0,18.849981150018852,0,0.0,0
1,25.75,25.75,0,0,0,1,25.75,0,25.74997425002575,25.74997425002575,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3.2865344733420154,3.2865344733420154,663.0625,0,25750000.0,0,0.0,0
2,49.6,114.7,0,0,0,0,99.2,1,24.799987600006197,24.799987600006197,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3.92395157629342,4.751000634199631,2460.1600000000003,0,49600000.0,0,0.0,1
6,20.95,109.5,0,0,0,1,125.69999999999999,0,3.491666084722319,3.491666084722319,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.08876713952118,4.705015520957808,438.9025,0,20950000.0,0,0.0,0
48,97.05,4692.95,1,0,1,0,4658.4,4,2.021874957877605,2.021874957877605,1,1,1,0,1,0,0,1,0,1,0,1,1,1,4.585477552642355,8.454029724458199,9418.7025,0,97.04990295009705,0,97.05,0
25,25.4,546.85,0,0,0,1,635.0,0,1.0159999593600015,1.0159999593600015,0,0,0,0,1,0,0,1,1,0,1,0,0,0,3.2733640101522705,6.306001526851403,645.16,1,25400000.0,0,0.0,0
64,19.7,1274.05,0,1,0,1,1260.8,0,0.30781249519042975,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3.0301337002713233,7.150740672509886,388.09,1,9.849995075002461,0,0.0,0
50,35.0,1782.4,0,0,0,0,1750.0,2,0.6999999860000004,0.6999999860000004,1,0,0,0,1,1,0,0,0,1,0,0,0,0,3.58351893845611,7.486276933700779,1225.0,0,35000000.0,0,0.0,0
52,101.25,5301.1,1,0,0,0,5265.0,3,1.9471153471708589,1.9471153471708589,1,0,1,0,0,0,0,1,1,0,1,1,1,1,4.627420794922911,8.575858247478351,10251.5625,1,101.24989875010125,0,0.0,0
4,70.2,280.35,1,0,1,0,280.8,0,17.549995612501096,17.549995612501096,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4.26549281841793,5.639599445879288,4928.04,0,70200000.0,1,70.2,0
32,90.95,2897.95,1,0,1,0,2910.4,2,2.842187411181644,2.842187411181644,0,1,0,1,0,0,0,1,0,0,0,0,1,1,4.52124495105033,7.972103881446254,8271.9025,0,90950000.0,1,90.95,0
45,73.85,3371.0,0,1,0,0,3323.2499999999995,4,1.6411110746419761,0.0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,4.3154861108656375,8.123261319121745,5453.822499999999,1,36.924981537509225,0,0.0,0
9,88.05,801.3,1,0,1,0,792.4499999999999,2,9.783332246296418,9.783332246296418,1,1,0,0,1,1,0,1,1,0,0,0,0,1,4.489198009735671,6.68748260275961,7752.8025,0,88050000.0,0,88.05,0
66,105.95,6975.25,1,0,0,0,6992.7,4,1.6053030059802575,1.6053030059802575,1,0,1,1,1,0,1,1,1,0,0,1,1,1,4.672361435528415,8.850266802102643,11225.4025,0,105.94989405010597,1,0.0,1
3,91.85,257.05,1,0,1,0,275.54999999999995,2,30.61665646111451,30.61665646111451,1,1,0,0,0,0,0,1,1,0,1,1,0,1,4.530985287798715,5.553153364594737,8436.422499999999,0,91850000.0,0,91.85,1
54,20.1,1079.45,0,1,0,1,1085.4,0,0.3722222153292183,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0492730404820207,6.985132900003482,404.01000000000005,0,10.049994975002512,0,0.0,0
1,40.1,40.1,0,0,1,0,40.1,2,40.099959900040105,40.099959900040105,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3.716008121502189,3.716008121502189,1608.0100000000002,1,40100000.0,0,40.1,1
64,110.3,6997.3,1,1,0,0,7059.2,5,1.7234374730712896,0.0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,4.712229258281499,8.853422541400022,12166.09,1,55.14997242501378,0,0.0,0
31,73.9,2217.15,1,0,1,0,2290.9,0,2.3838708908428745,2.3838708908428745,0,1,0,1,1,0,0,1,1,0,0,0,0,0,4.316153890523174,7.704428794117748,5461.210000000001,0,73900000.00000001,1,73.9,1
14,89.8,1129.1,1,0,0,0,1257.2,2,6.414285256122482,6.414285256122482,0,0,0,0,1,0,0,1,0,0,0,0,1,1,4.508659285607248,7.030061403366105,8064.039999999999,0,89800000.0,0,0.0,1
12,85.15,979.05,1,0,0,0,1021.8000000000001,2,7.095832742013939,7.095832742013939,1,0,1,0,1,1,0,1,0,0,0,0,1,0,4.456089962973938,6.887603590771284,7250.522500000001,0,85.14991485008517,0,0.0,0
67,60.95,4119.4,0,0,0,0,4083.65,3,0.9097014789596795,0.9097014789596795,1,0,1,1,1,1,1,1,0,1,0,0,0,0,4.126327608075152,8.323705525009538,3714.9025,0,60.949939050060955,0,0.0,0
35,72.25,2568.55,0,0,1,0,2528.75,4,2.0642856553061244,2.0642856553061244,1,0,0,0,0,1,1,1,1,0,1,1,1,0,4.293878247897177,7.851486065281684,5220.0625,1,72250000.0,0,72.25,1
45,73.55,3349.1,0,1,0,0,3309.75,3,1.6344444081234577,0.0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,4.311470041210748,8.116745475119856,5409.6025,0,36.77498161250919,0,0.0,0
10,46.0,492.1,0,0,0,0,460.0,0,4.599999540000046,4.599999540000046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8501476017100584,6.2007119932300805,2116.0,0,46000000.0,0,0.0,0
29,58.55,1718.95,0,0,0,0,1697.9499999999998,2,2.018965447621881,2.018965447621881,1,0,0,1,1,1,0,1,1,1,0,0,0,0,4.0868162958013095,7.450050499617523,3428.1024999999995,0,58550000.0,0,0.0,0
24,24.6,605.25,0,0,0,1,590.4000000000001,0,1.0249999572916684,1.0249999572916684,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3.242592351485517,6.407292442251693,605.1600000000001,0,24.599975400024604,0,0.0,0
66,19.75,1344.5,0,1,0,1,1303.5,0,0.29924241970844817,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3.0325462466767075,7.204520970166961,390.0625,1,9.874995062502467,0,0.0,0
51,86.35,4267.15,1,0,0,0,4403.849999999999,2,1.6931372217031917,1.6931372217031917,1,0,1,0,0,1,0,1,0,0,0,0,1,0,4.469923036580066,8.358935757071167,7456.322499999999,0,86.34991365008635,0,0.0,0
45,25.5,1121.05,0,1,0,1,1147.5,0,0.5666666540740743,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.2771447329921766,7.022912648369585,650.25,0,12.749993625003187,0,0.0,0
49,19.0,918.7,0,0,0,1,931.0,0,0.3877550941274471,0.3877550941274471,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.995732273553991,6.824047529908652,361.0,0,18.999981000019,0,0.0,0
29,19.55,521.8,0,1,0,1,566.95,0,0.674137907788348,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.022860940942244,6.259198981750067,382.20250000000004,0,9.774995112502443,0,0.0,0
40,110.1,4469.1,1,0,0,0,4404.0,5,2.7524999311875016,2.7524999311875016,1,0,0,0,1,1,1,1,1,1,1,0,1,1,4.7104306966455844,8.405166058722033,12122.009999999998,1,110100000.0,0,0.0,0
37,96.55,3580.3,1,0,1,0,3572.35,2,2.60945938893353,2.60945938893353,0,1,0,1,1,0,0,1,1,0,0,0,1,1,4.5803650670691205,8.183481141971171,9321.9025,0,96550000.0,1,96.55,1
25,69.75,1729.35,1,0,1,0,1743.75,0,2.7899998884000046,2.7899998884000046,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.259152536523347,7.456078979168212,4865.0625,0,69750000.0,0,69.75,0
22,50.6,1073.3,0,0,1,0,1113.2,3,2.29999989545455,2.29999989545455,1,0,0,0,1,0,0,0,0,0,0,1,1,1,3.9435216724875173,6.979424565672496,2560.36,0,50600000.0,0,50.6,0
72,65.6,4566.5,0,1,0,0,4723.2,6,0.9111110984567903,0.0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,4.198704577546343,8.426721288252162,4303.36,0,32.7999836000082,0,0.0,0
7,40.1,293.3,0,0,0,0,280.7,2,5.728570610204199,5.728570610204199,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3.716008121502189,5.684599655239428,1608.0100000000002,0,40100000.0,0,0.0,1
33,82.1,2603.1,0,1,0,0,2709.2999999999997,5,2.487878712488524,0.0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,4.420044701861403,7.8648424050488615,6740.409999999999,1,41.049979475010254,0,0.0,0
23,79.1,1783.75,1,0,0,0,1819.3,2,3.4391302852552044,3.4391302852552044,1,0,0,0,1,0,1,1,0,1,0,0,0,0,4.383275854074314,7.48703362838257,6256.8099999999995,0,79100000.0,0,0.0,0
24,101.25,2440.15,1,0,1,0,2430.0,3,4.218749824218757,4.218749824218757,0,1,0,1,1,0,0,1,1,1,0,0,1,1,4.627420794922911,7.80022451873029,10251.5625,0,101250000.0,1,101.25,1
1,79.55,79.55,1,0,1,0,79.55,1,79.54992045007955,79.54992045007955,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.388878109622984,4.388878109622984,6328.202499999999,0,79550000.0,0,79.55,1
69,90.65,6322.1,0,1,0,0,6254.85,6,1.3137680969019119,0.0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,4.517976974285714,8.751964873211111,8217.4225,0,45.32497733751133,0,0.0,0
3,20.55,57.4,0,0,0,1,61.650000000000006,0,6.849997716667428,6.849997716667428,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3.070375816549757,4.067315889834181,422.3025,0,20.54997945002055,0,0.0,0
56,75.75,4284.65,0,0,0,0,4242.0,4,1.3526785472735974,1.3526785472735974,1,0,1,0,1,0,1,1,0,1,0,0,1,1,4.340553386467307,8.363027511476478,5738.0625,0,75.74992425007575,0,0.0,0
65,110.0,7138.65,1,0,0,0,7150.0,5,1.6923076662721899,1.6923076662721899,1,0,1,0,1,1,1,1,1,0,0,1,1,1,4.709530201312334,8.873419034524286,12100.0,0,109.99989000011001,0,0.0,0
71,20.85,1539.75,0,0,1,1,1480.3500000000001,0,0.2936619676949019,0.2936619676949019,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.084200921541599,7.340024589842352,434.7225000000001,0,20.849979150020854,0,20.85,0
14,80.35,1058.1,1,0,0,0,1124.8999999999999,1,5.7392853043367635,5.7392853043367635,1,0,0,1,1,0,0,1,1,0,0,1,0,0,4.3987608336650466,6.965174769849623,6456.1224999999995,0,80350000.0,1,0.0,0
2,70.15,123.8,1,0,1,0,140.3,0,35.07498246250877,35.07498246250877,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4.264790324535862,4.826712455935327,4921.022500000001,0,70150000.00000001,0,70.15,0
32,84.05,2781.85,1,0,1,0,2689.6,1,2.6265624179199247,2.6265624179199247,0,1,1,0,0,0,0,1,1,0,0,0,1,0,4.44323931884187,7.931230861402806,7064.402499999999,0,84.04991595008406,0,84.05,1
40,67.45,2731.0,0,0,1,0,2698.0,3,1.6862499578437513,1.6862499578437513,1,0,0,0,0,1,0,1,0,0,0,1,0,1,4.226103551734458,7.912789220690681,4549.5025000000005,0,67450000.0,0,67.45,0
1,20.75,20.75,0,0,0,1,20.75,0,20.74997925002075,20.74997925002075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.079613757534693,3.079613757534693,430.5625,0,20750000.0,0,0.0,0
1,89.1,89.1,1,0,1,0,89.1,2,89.0999109000891,89.0999109000891,0,1,0,0,1,0,0,1,0,0,0,0,1,1,4.500920164614292,4.500920164614292,7938.809999999999,0,89100000.0,0,89.1,1
7,69.9,497.3,1,0,0,0,489.30000000000007,0,9.985712859183877,9.985712859183877,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.2612704335380815,6.211202305287359,4886.010000000001,0,69900000.00000001,0,0.0,0
15,51.1,711.15,0,0,1,0,766.5,0,3.406666439555571,3.406666439555571,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3.9531649487593215,6.568288563380595,2611.21,0,51100000.00000001,0,51.1,0
17,94.4,1607.2,1,0,1,0,1604.8000000000002,3,5.552940849827009,5.552940849827009,1,1,0,0,0,1,0,1,1,0,1,1,1,0,4.558078578454241,7.382870820114048,8911.36,1,94400000.00000001,0,94.4,1
19,78.25,1490.95,1,0,1,0,1486.75,2,4.118420835872588,4.118420835872588,1,1,0,0,1,0,0,1,0,1,0,1,0,0,4.37260741275739,7.307839268137821,6123.0625,0,78250000.0,0,78.25,1
71,25.55,1898.1,0,1,0,1,1814.05,0,0.35985914986113876,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.279029747687948,7.549135368720199,652.8025,0,12.774993612503193,0,0.0,0
54,60.0,3273.95,0,1,0,0,3240.0,2,1.11111109053498,0.0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,4.110873864173311,8.094057880777235,3600.0,1,29.9999850000075,0,0.0,0
31,90.55,2929.75,1,0,0,0,2807.0499999999997,3,2.9209676477107207,2.9209676477107207,1,0,0,0,1,1,1,1,1,1,0,0,0,0,4.51688527112052,7.9830136419519375,8199.3025,0,90550000.0,0,0.0,0
11,76.4,838.7,1,0,1,0,840.4000000000001,1,6.945453914049645,6.945453914049645,1,1,0,0,0,1,0,1,0,0,0,0,0,0,4.3489867805956814,6.733044685189517,5836.960000000001,0,76400000.00000001,0,76.4,0
18,84.95,1443.65,1,0,1,0,1529.1000000000001,2,4.719444182253101,4.719444182253101,1,1,0,1,1,0,0,1,0,0,0,1,0,1,4.453765731828859,7.275622356674983,7216.5025000000005,0,84950000.0,1,84.95,0
72,110.1,7746.7,1,1,0,0,7927.2,5,1.529166645428241,0.0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,4.7104306966455844,8.955151304107668,12122.009999999998,0,55.04997247501375,1,0.0,0
71,99.65,6951.15,1,0,0,0,7075.150000000001,3,1.4035211069926605,1.4035211069926605,0,0,0,1,1,0,0,1,1,1,0,0,1,1,4.611649152085801,8.846806243237198,9930.122500000001,0,99650000.00000001,1,0.0,0
5,45.4,214.75,0,0,0,0,227.0,3,9.079998184000363,9.079998184000363,1,0,0,1,0,0,1,0,0,0,0,1,1,0,3.8372994592322094,5.374120329963537,2061.16,0,45400000.0,0,0.0,0
38,69.0,2669.45,0,0,0,0,2622.0,3,1.8157894259002785,1.8157894259002785,1,0,1,0,0,0,1,1,1,0,0,1,0,1,4.248495242049359,7.890002276518981,4761.0,0,68.99993100006901,0,0.0,0
5,48.65,235.2,0,0,0,0,243.25,1,9.729998054000388,9.729998054000388,1,0,0,0,1,0,1,1,0,0,1,0,0,0,3.9049983904911816,5.464678903763262,2366.8224999999998,0,48650000.0,0,0.0,0
2,44.15,92.65,0,0,1,0,88.3,0,22.07498896250552,22.07498896250552,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3.8099902798629945,4.539564428890097,1949.2224999999999,0,44150000.0,0,44.15,1
52,59.85,3103.25,0,1,0,0,3112.2000000000003,2,1.1509615163276632,0.0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,4.108411819433536,8.040527419296952,3582.0225,0,29.92498503750748,0,0.0,0
8,75.75,606.25,1,0,1,0,606.0,0,9.468748816406398,9.468748816406398,0,1,0,1,1,0,0,1,1,0,0,0,0,0,4.340553386467307,6.408940567882282,5738.0625,0,75750000.0,1,75.75,1
68,80.65,5330.2,0,1,1,0,5484.200000000001,4,1.1860293943230973,0.0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,4.402441819416474,8.58133163253247,6504.422500000001,0,40.32497983751008,0,80.65,0
69,20.55,1403.1,0,0,0,1,1417.95,0,0.2978260826402017,0.2978260826402017,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3.070375816549757,7.247151807120597,422.3025,1,20.54997945002055,0,0.0,0
